Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
MERCED.A,19990805,2359,0,,85,55,,,NW,6,,,79,70,,591,0.22,88.2,36.9
MERCED.A,19990806,2359,0,,78,58,,,NW,5,,,78,70,,567,0.19,87.2,41.7
MERCED.A,19990807,2359,0,,83,56,,,NW,6,,,78,69,,604,0.22,92.2,38.2
MERCED.A,19990808,2359,0,,84,57,,,NW,7,,,78,70,,589,0.23,85.3,35.4
MERCED.A,19990809,2359,0,,83,57,,,NW,6,,,76,70,,469,0.19,86.7,40.5
MERCED.A,19990810,2359,0,,84,57,,,NW,6,,,78,69,,620,0.23,90.9,37.8
MERCED.A,19990811,2359,0,,81,58,,,NW,8,,,78,69,,628,0.23,88.9,45.8
MERCED.A,19990812,2359,0,,88,55,,,NW,6,,,78,69,,643,0.24,96.5,33.6
MERCED.A,19990813,2359,0,,87,55,,,NW,7,,,78,69,,646,0.26,84.3,27
MERCED.A,19990814,2359,0,,87,53,,,NW,5,,,77,68,,650,0.25,92.4,23.3
MERCED.A,19990815,2359,0,,89,50,,,NW,4,,,77,67,,647,0.23,91.5,27.7
MERCED.A,19990816,2359,0,,97,54,,,NW,3,,,78,68,,641,0.23,91.9,21
MERCED.A,19990817,2359,0,,95,55,,,NW,4,,,87,69,,641,0.25,92,22.9
MERCED.A,19990818,2359,0,,86,58,,,NW,8,,,76,68,,626,0.27,77.7,28.9
MERCED.A,19990819,2359,0,,90,52,,,NW,4,,,77,68,,639,0.23,90,22.6
MERCED.A,19990820,2359,0.01,,93,53,,,W,5,,,78,69,,634,0.26,97.6,22.7
MERCED.A,19990821,2359,0,,93,52,,,W,4,,,79,70,,640,0.24,94.8,23.2
MERCED.A,19990822,2359,0,,101,55,,,W,3,,,80,71,,586,0.23,95.2,15.6
MERCED.A,19990823,2359,0,,102,62,,,W,4,,,82,74,,628,0.25,87.2,16.5
MERCED.A,19990824,2359,0,,98,57,,,NW,4,,,81,73,,615,0.24,89.8,19.9
MERCED.A,19990825,2359,0,,100,57,,,W,3,,,83,73,,595,0.24,94.1,21.7
MERCED.A,19990826,2359,0,,89,61,,,E,3,,,78,74,,197,0.07,95.1,35.4
MERCED.A,19990827,2359,0,,101,61,,,NW,4,,,83,73,,580,0.25,95.3,23.6
MERCED.A,19990828,2359,0,,96,62,,,NW,5,,,83,74,,594,0.24,81,27.6
MERCED.A,19990829,2359,0,,97,58,,,W,4,,,83,74,,593,0.25,94.8,22.6
MERCED.A,19990830,2359,0,,82,61,,,NW,10,,,78,73,,590,0.27,75.2,23.5
MERCED.A,19990831,2359,0,,81,50,,,NW,7,,,77,64,,591,0.24,73.8,19.6
MERCED.A,19990901,2359,0,,82,46,,,NW,4,,,84,60,,552,0.2,93.3,22.3
MERCED.A,19990902,2359,0,,83,49,,,W,4,,,76,70,,568,0.2,95.2,26.3
MERCED.A,19990903,2359,0.01,,84,49,,,W,5,,,74,67,,585,0.22,96,30.7
MERCED.A,19990904,2359,0,,89,52,,,NW,4,,,75,67,,574,0.22,91.3,22.8
MERCED.A,19990905,2359,0,,95,52,,,W,5,,,75,67,,579,0.24,93.8,21.9
MERCED.A,19990906,2359,0,,97,53,,,NW,4,,,76,67,,587,0.24,86.9,17.8
MERCED.A,19990907,2359,0,,97,52,,,W,4,,,76,67,,582,0.23,90.1,18
MERCED.A,19990908,2359,0,,94,58,,,NW,5,,,76,68,,575,0.22,76.6,23.4
MERCED.A,19990909,2359,0,,89,55,,,W,4,,,76,69,,534,0.21,89.4,33.3
MERCED.A,19990910,2359,0,,88,55,,,NW,7,,,75,69,,567,0.21,91,31.7
MERCED.A,19990911,2359,0,,88,53,,,W,4,,,75,68,,554,0.19,91.1,35
MERCED.A,19990912,2359,0,,91,53,,,NW,4,,,75,67,,550,0.2,97.8,23.5
MERCED.A,19990913,2359,0,,89,54,,,NW,6,,,75,68,,547,0.21,87.5,27.2
MERCED.A,19990914,2359,0,,88,53,,,W,3,,,75,67,,528,0.18,91.9,30.2
MERCED.A,19990915,2359,0,,91,56,,,W,3,,,,,,511,0.18,96.1,28.3
MERCED.A,19990916,2359,0,,90,54,,,W,4,,,71,63,,508,0.19,96.6,27
MERCED.A,19990917,2359,0,,89,54,,,W,4,,,73,66,,504,0.19,86.5,32.8
MERCED.A,19990918,2359,0,,87,60,,,NW,6,,,73,68,,482,0.2,72.7,34.1
MERCED.A,19990919,2359,0,,81,55,,,W,6,,,73,68,,473,0.17,87.1,42.9
MERCED.A,19990920,2359,0,,85,56,,,NW,4,,,75,68,,499,0.17,89.4,37.5
MERCED.A,19990921,2359,0.01,,91,52,,,W,4,,,75,68,,502,0.18,97.1,29.6
MERCED.A,19990922,2359,0,,92,64,,,SE,3,,,77,71,,457,0.16,84,34.1
MERCED.A,19990923,2359,0,,90,60,,,W,4,,,77,71,,467,0.18,91.2,33.1
MERCED.A,19990924,2359,0,,92,58,,,W,4,,,76,71,,469,0.19,89.5,29
MERCED.A,19990925,2359,0,,91,55,,,W,3,,,76,70,,472,0.17,94.9,30.7
MERCED.A,19990926,2359,0,,89,56,,,NW,4,,,75,70,,479,0.18,94.7,21.4
MERCED.A,19990927,2359,0,,87,49,,,NW,5,,,73,67,,478,0.2,89.2,18.6
MERCED.A,19990928,2359,0,,92,48,,,E,2,,,73,66,,462,0.15,92.1,20
MERCED.A,19990929,2359,0,,97,50,,,E,2,,,74,67,,461,0.16,89.4,16.5
MERCED.A,19990930,2359,0,,101,50,,,E,2,,,75,67,,455,0.16,92.4,16
MERCED.A,19991001,2359,0,,92,51,,,W,3,,,74,67,,442,0.16,91.4,22.1
MERCED.A,19991002,2359,0,,86,50,,,W,4,,,72,67,,427,0.16,95.8,22.1
MERCED.A,19991003,2359,0,,85,49,,,W,3,,,72,66,,424,0.14,92.8,27.4
MERCED.A,19991004,2359,0,,81,51,,,NW,7,,,71,66,,424,0.16,91.5,38.4
MERCED.A,19991005,2359,0,,75,52,,,NW,7,,,70,66,,423,0.16,85.9,37
MERCED.A,19991006,2359,0,,76,56,,,NW,8,,,70,67,,414,0.16,85.8,42.8
MERCED.A,19991007,2359,0,,79,48,,,E,3,,,71,62,,415,0.12,96.5,39.9
MERCED.A,19991008,2359,0,,87,48,,,E,2,,,82,60,,415,0.13,94.1,26.4
MERCED.A,19991009,2359,0,,90,49,,,E,2,,,76,68,,415,0.13,91.4,24.2
MERCED.A,19991010,2359,0,,97,49,,,E,2,,,75,66,,411,0.13,88.3,19.6
MERCED.A,19991011,2359,0,,95,50,,,NW,2,,,74,65,,398,0.14,87.3,21.3
MERCED.A,19991012,1700,0,,97,56,,,W,2,,,,,,378,0.13,91.1,20.3
